region,06.02.2021,05.02.2021,04.02.2021,03.02.2021,02.02.2021,01.02.2021,31.01.2021,30.01.2021,29.01.2021,28.01.2021,27.01.2021,26.01.2021,25.01.2021,24.01.2021,23.01.2021,22.01.2021,21.01.2021,20.01.2021,19.01.2021,18.01.2021,17.01.2021,16.01.2021,15.01.2021,14.01.2021,13.01.2021,12.01.2021,11.01.2021,10.01.2021,09.01.2021,08.01.2021,07.01.2021,06.01.2021,05.01.2021,04.01.2021,03.01.2021,02.01.2021,01.01.2021,31.12.2020,30.12.2020,29.12.2020,28.12.2020,27.12.2020,26.12.2020,25.12.2020,24.12.2020,23.12.2020,22.12.2020,21.12.2020,20.12.2020,19.12.2020,18.12.2020,17.12.2020,16.12.2020,15.12.2020,14.12.2020,13.12.2020,12.12.2020,11.12.2020,10.12.2020,09.12.2020,08.12.2020,07.12.2020,06.12.2020,05.12.2020,04.12.2020,03.12.2020,02.12.2020,01.12.2020,30.11.2020,29.11.2020,28.11.2020,27.11.2020,26.11.2020,25.11.2020,24.11.2020,23.11.2020,22.11.2020,21.11.2020,20.11.2020,19.11.2020,18.11.2020,17.11.2020,16.11.2020,15.11.2020,14.11.2020,13.11.2020,12.11.2020,11.11.2020,10.11.2020,09.11.2020,08.11.2020,07.11.2020,06.11.2020,05.11.2020,04.11.2020,03.11.2020,02.11.2020,01.11.2020,31.10.2020,30.10.2020,29.10.2020,28.10.2020,27.10.2020,26.10.2020,25.10.2020,24.10.2020,23.10.2020,22.10.2020,21.10.2020,20.10.2020,19.10.2020,18.10.2020,17.10.2020,16.10.2020,15.10.2020,14.10.2020,13.10.2020,12.10.2020,11.10.2020,10.10.2020,09.10.2020,08.10.2020,07.10.2020,06.10.2020,05.10.2020,04.10.2020,03.10.2020,02.10.2020,01.10.2020,30.09.2020,29.09.2020,28.09.2020,27.09.2020,26.09.2020,25.09.2020,24.09.2020,23.09.2020,22.09.2020,21.09.2020,20.09.2020,19.09.2020,18.09.2020,17.09.2020,16.09.2020,15.09.2020,14.09.2020,13.09.2020,12.09.2020,11.09.2020,10.09.2020,09.09.2020,08.09.2020,07.09.2020,06.09.2020,05.09.2020,04.09.2020,03.09.2020,02.09.2020,01.09.2020,31.08.2020,30.08.2020,29.08.2020,28.08.2020,27.08.2020,26.08.2020,25.08.2020,24.08.2020,23.08.2020,22.08.2020,21.08.2020,20.08.2020,19.08.2020,18.08.2020,17.08.2020,16.08.2020,15.08.2020,14.08.2020,13.08.2020,12.08.2020,11.08.2020,10.08.2020,09.08.2020,08.08.2020,07.08.2020,06.08.2020,05.08.2020,04.08.2020,03.08.2020,02.08.2020,01.08.2020,31.07.2020,30.07.2020,29.07.2020,28.07.2020,27.07.2020,26.07.2020,25.07.2020,24.07.2020,23.07.2020,22.07.2020,21.07.2020,20.07.2020,19.07.2020,18.07.2020,17.07.2020,16.07.2020,15.07.2020,14.07.2020,13.07.2020,12.07.2020,11.07.2020,10.07.2020,09.07.2020,08.07.2020,07.07.2020,06.07.2020,05.07.2020,04.07.2020,03.07.2020,02.07.2020,01.07.2020,30.06.2020,29.06.2020,28.06.2020,27.06.2020,26.06.2020,25.06.2020,24.06.2020,23.06.2020,22.06.2020,21.06.2020,20.06.2020,19.06.2020,18.06.2020,17.06.2020,16.06.2020,15.06.2020,14.06.2020,13.06.2020,12.06.2020,11.06.2020,10.06.2020,09.06.2020,08.06.2020,07.06.2020,06.06.2020,05.06.2020,04.06.2020,03.06.2020,02.06.2020,01.06.2020,31.05.2020,30.05.2020,29.05.2020,28.05.2020,27.05.2020,26.05.2020,25.05.2020,24.05.2020,23.05.2020,22.05.2020,21.05.2020,20.05.2020,19.05.2020,18.05.2020,17.05.2020,16.05.2020,15.05.2020,14.05.2020,13.05.2020,12.05.2020,11.05.2020,10.05.2020,09.05.2020,08.05.2020,07.05.2020,06.05.2020,05.05.2020,04.05.2020,03.05.2020,02.05.2020,01.05.2020,30.04.2020,29.04.2020,28.04.2020,27.04.2020,26.04.2020,25.04.2020,24.04.2020,23.04.2020,22.04.2020,21.04.2020,20.04.2020,19.04.2020,18.04.2020,17.04.2020,16.04.2020,15.04.2020,14.04.2020,13.04.2020,12.04.2020,11.04.2020,10.04.2020,09.04.2020,08.04.2020,07.04.2020,06.04.2020,05.04.2020,04.04.2020,03.04.2020,02.04.2020,01.04.2020,31.03.2020,30.03.2020,29.03.2020,28.03.2020,27.03.2020,26.03.2020
Республика Ингушетия,14169,14135,14102,14067,14031,13996,13957,13915,13870,13826,13784,13744,13706,13661,13614,13564,13513,13459,13407,13356,13300,13247,13193,13127,13058,12991,12911,12835,12757,12675,12604,12544,12482,12418,12358,12302,12227,12136,12051,11959,11869,11784,11693,11606,11516,11424,11336,11245,11164,11078,10991,10902,10814,10729,10642,10562,10478,10392,10304,10219,10132,10048,9967,9888,9802,9720,9635,9554,9471,9393,9317,9238,9161,9079,9000,8922,8848,8771,8696,8623,8547,8473,8401,8331,8257,8184,8113,8047,7979,7915,7849,7780,7713,7649,7588,7525,7466,7404,7344,7288,7225,7164,7105,7052,6992,6934,6880,6824,6765,6707,6667,6614,6563,6508,6455,6407,6350,6296,6246,6194,6140,6085,6037,5986,5933,5884,5833,5779,5727,5674,5626,5575,5530,5479,5430,5380,5328,5279,5231,5185,5136,5089,5044,4995,4949,4901,4859,4814,4773,4736,4702,4663,4622,4586,4547,4510,4477,4454,4424,4397,4368,4338,4306,4277,4256,4232,4205,4182,4162,4140,4116,4095,4069,4045,4025,4004,3981,3954,3933,3904,3885,3869,3847,3822,3792,3770,3755,3744,3729,3709,3688,3665,3644,3620,3605,3578,3549,3529,3502,3481,3459,3448,3438,3419,3393,3366,3344,3328,3318,3302,3280,3253,3228,3205,3185,3169,3154,3138,3112,3088,3069,3047,3020,2995,2978,2946,2916,2889,2860,2828,2806,2782,2755,2725,2693,2657,2623,2587,2550,2510,2474,2438,2399,2368,2342,2307,2268,2228,2197,2164,2127,2083,2044,2000,1955,1906,1866,1823,1778,1734,1692,1648,1605,1561,1515,1480,1443,1407,1372,1333,1290,1245,1199,1152,1108,1067,1018,966,918,865,814,769,722,679,633,590,552,515,474,436,397,354,308,269,227,191,153,90,34,34,29,29,29,25,25,7,1,1,1,1,0,0,0,0,0,0,0,0
Республика Калмыкия,17856,17784,17711,17636,17567,17494,17424,17345,17270,17194,17113,17039,16968,16896,16820,16743,16668,16581,16494,16411,16330,16245,16152,16064,15973,15880,15794,15705,15622,15534,15444,15350,15254,15163,15068,14982,14879,14782,14688,14592,14493,14391,14285,14175,14068,13953,13843,13741,13644,13541,13440,13337,13232,13121,13019,12910,12813,12708,12605,12498,12404,12321,12227,12136,12038,11942,11844,11749,11658,11569,11474,11377,11283,11194,11113,11042,10973,10897,10830,10758,10679,10605,10528,10455,10380,10293,10200,10115,10027,9935,9846,9748,9656,9559,9468,9374,9278,9188,9095,8998,8899,8805,8709,8610,8514,8420,8323,8227,8133,8041,7956,7869,7780,7700,7615,7535,7448,7363,7279,7196,7119,7041,6965,6888,6811,6735,6657,6578,6503,6424,6359,6300,6232,6162,6090,6021,5954,5885,5823,5750,5681,5612,5551,5488,5451,5378,5315,5247,5159,5056,4966,4882,4823,4740,4655,4573,4490,4411,4326,4269,4137,4054,3981,3913,3856,3784,3775,3721,3669,3600,3530,3472,3413,3407,3360,3289,3237,3173,3121,3052,3047,3005,2952,2897,2839,2788,2725,2705,2659,2640,2621,2589,2561,2512,2510,2495,2476,2439,2410,2405,2371,2371,2363,2346,2315,2275,2220,2182,2182,2149,2107,2073,2028,1987,1947,1947,1915,1878,1839,1717,1523,1483,1481,1462,1442,1410,1392,1362,1340,1339,1327,1314,1300,1292,1288,1272,1272,1263,1247,1233,1215,1203,1180,1179,1168,1149,1136,1127,1108,1085,1074,1054,1019,999,973,944,903,903,879,856,810,776,744,721,721,693,655,618,567,532,497,494,473,455,405,379,351,322,321,283,254,231,192,183,167,158,146,122,104,94,88,77,77,74,67,53,36,35,32,32,32,32,23,23,15,11,7,7,7,7,2,2,2,1,0,0,0,0
Республика Карелия,37290,37061,36824,36590,36371,36140,35905,35668,35417,35178,34938,34697,34467,34231,33962,33687,33402,33123,32843,32561,32276,31983,31694,31403,31122,30879,30703,30473,30192,29983,29762,29526,29237,28936,28613,28271,27910,27545,27179,26810,26443,26075,25706,25327,24952,24575,24201,23813,23421,23032,22638,22287,21946,21606,21282,20913,20496,20068,19641,19208,18820,18348,17875,17406,16933,16463,15991,15540,15113,14699,14285,13886,13498,13147,12785,12462,12129,11769,11410,11067,10768,10609,10341,9988,9630,9244,8866,8565,8255,7935,7623,7444,7276,7059,6910,6795,6704,6591,6475,6358,6241,6124,6026,5933,5833,5721,5593,5469,5377,5307,5250,5169,5076,4981,4860,4780,4701,4664,4613,4541,4464,4392,4326,4256,4231,4204,4132,4060,3997,3953,3914,3896,3866,3826,3788,3740,3702,3659,3644,3627,3610,3587,3553,3514,3485,3477,3461,3441,3413,3385,3352,3321,3316,3297,3264,3229,3206,3179,3143,3130,3098,3052,3018,2992,2957,2916,2890,2873,2834,2803,2782,2752,2724,2720,2701,2674,2656,2628,2602,2584,2576,2560,2536,2507,2466,2418,2384,2375,2357,2312,2275,2245,2211,2179,2170,2151,2109,2067,2039,1994,1953,1940,1921,1882,1852,1805,1792,1747,1738,1723,1684,1656,1623,1581,1531,1514,1499,1451,1408,1378,1337,1294,1266,1236,1177,1133,1109,1074,1043,1025,991,960,934,912,869,809,802,784,732,702,685,676,656,633,614,573,548,520,496,453,445,430,407,382,371,353,331,316,300,284,268,260,241,233,225,215,202,194,188,176,171,160,148,128,125,112,103,91,89,85,81,74,66,63,62,56,44,42,37,35,30,30,27,19,15,9,8,7,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Республика Коми,37186,37054,36921,36790,36655,36518,36383,36239,36098,35957,35813,35671,35528,35381,35228,35066,34896,34738,34549,34356,34165,33969,33768,33570,33365,33153,32943,32728,32500,32280,32055,31833,31603,31357,31109,30856,30606,30353,30088,29808,29525,29239,28954,28667,28377,28072,27791,27508,27226,26942,26658,26371,26086,25797,25502,25211,24813,24511,24227,23945,23660,23380,23088,22791,22498,22203,21912,21619,21331,21040,20751,20470,20187,19902,19623,19341,19061,18786,18511,18235,17957,17677,17394,17113,16828,16544,16293,16044,15797,15552,15309,15062,14819,14568,14323,14084,13855,13623,13393,13157,12926,12701,12482,12276,12072,11863,11650,11453,11268,11058,10873,10707,10544,10387,10228,10072,9920,9773,9625,9481,9342,9207,9080,8961,8848,8738,8632,8533,8435,8296,8205,8120,8037,7960,7885,7811,7740,7662,7583,7507,7432,7359,7292,7223,7165,7114,7061,7003,6942,6898,6852,6816,6787,6754,6716,6679,6644,6620,6592,6563,6533,6504,6480,6453,6429,6407,6370,6330,6294,6261,6224,6191,6148,6117,6083,6052,6011,5968,5923,5871,5816,5738,5678,5619,5567,5530,5483,5447,5396,5351,5303,5259,5221,5185,5144,5100,5034,4964,4911,4866,4819,4761,4680,4610,4542,4469,4416,4366,4308,4249,4179,4107,4028,3949,3866,3762,3695,3640,3577,3513,3463,3409,3356,3287,3173,3108,3050,2986,2926,2864,2805,2744,2687,2573,2491,2437,2352,2266,2085,1929,1804,1693,1626,1600,1564,1518,1480,1455,1426,1393,1352,1322,1293,1262,1238,1188,1144,1135,1129,1105,1067,1032,1019,1007,968,931,911,882,867,859,847,844,823,803,793,782,726,698,682,676,656,649,621,611,597,590,578,561,553,542,527,507,491,481,474,455,441,402,305,208,208,208,208,150,119,101,90,59,59,56,56,54,22,22,7,3,3,3
Республика Крым,33287,33132,32980,32832,32681,32543,32387,32212,32034,31861,31677,31496,31339,31147,30921,30683,30449,30205,29954,29762,29509,29198,28870,28545,28180,27967,27783,27581,27368,27164,26934,26702,26477,26274,26027,25807,25527,25187,24854,24523,24191,23848,23498,23156,22818,22463,22110,21756,21406,21049,20695,20339,19988,19634,19289,18940,18589,18256,17950,17661,17383,17109,16838,16575,16314,16063,15819,15586,15372,15145,14915,14686,14468,14237,14012,13828,13604,13375,13150,12947,12733,12522,12367,12206,12005,11798,11584,11364,11157,11016,10868,10700,10494,10364,10157,9955,9816,9655,9452,9225,9009,8784,8533,8387,8249,7994,7790,7585,7373,7170,7009,6840,6673,6502,6331,6168,6010,5862,5710,5553,5413,5288,5170,5063,4958,4855,4755,4657,4564,4474,4387,4305,4219,4137,4053,3972,3889,3808,3729,3650,3573,3494,3416,3341,3301,3226,3149,3080,3010,2943,2891,2845,2778,2706,2625,2582,2542,2511,2453,2399,2347,2271,2187,2131,2097,2064,2009,1957,1910,1855,1833,1820,1784,1760,1715,1664,1637,1595,1557,1517,1469,1437,1410,1386,1347,1323,1305,1269,1241,1204,1176,1163,1139,1116,1104,1077,1056,1038,1012,994,983,969,943,931,917,900,889,878,871,855,831,815,804,789,761,761,723,712,706,698,691,685,681,646,644,638,631,623,613,608,595,590,575,575,561,546,539,512,490,483,458,457,446,438,424,413,405,399,392,387,385,375,369,361,355,349,346,340,326,324,314,299,298,294,281,272,258,245,239,209,202,193,189,177,168,160,128,111,105,104,100,92,89,79,70,69,67,57,53,51,46,46,45,45,43,40,37,34,32,32,31,29,29,26,23,22,21,20,18,18,16,16,16,15,20,20,19,7
Республика Марий Эл,10921,10878,10835,10793,10750,10706,10663,10620,10576,10533,10489,10445,10400,10354,10309,10263,10218,10173,10125,10076,10028,9980,9931,9883,9835,9787,9738,9688,9637,9587,9536,9486,9435,9384,9335,9284,9234,9185,9135,9084,9034,8983,8932,8880,8828,8775,8722,8670,8617,8565,8511,8458,8404,8351,8298,8244,8191,8138,8086,8033,7980,7928,7876,7825,7775,7726,7677,7627,7576,7526,7475,7423,7370,7320,7269,7219,7168,7116,7067,7016,6965,6913,6861,6812,6763,6715,6667,6619,6572,6527,6482,6438,6392,6344,6305,6260,6211,6168,6120,6075,6029,5984,5938,5889,5837,5786,5733,5682,5631,5576,5522,5470,5416,5366,5321,5282,5245,5207,5171,5134,5099,5064,5034,5007,4979,4954,4929,4904,4881,4857,4833,4810,4787,4765,4742,4720,4698,4675,4653,4632,4612,4590,4569,4549,4527,4505,4484,4465,4444,4427,4410,4392,4375,4359,4343,4326,4309,4293,4276,4260,4244,4227,4211,4194,4178,4161,4144,4128,4112,4095,4078,4061,4045,4028,4012,3995,3979,3962,3947,3932,3917,3903,3888,3873,3859,3844,3830,3815,3800,3786,3770,3752,3734,3716,3697,3675,3652,3627,3601,3574,3548,3520,3493,3464,3436,3409,3380,3353,3325,3296,3268,3241,3213,3184,3157,3128,3100,3073,3045,3020,2990,2959,2930,2905,2880,2849,2819,2783,2745,2710,2679,2642,2602,2557,2510,2462,2419,2375,2331,2283,2236,2193,2151,2104,2061,2019,1975,1933,1894,1854,1815,1774,1733,1689,1643,1602,1559,1518,1479,1438,1397,1360,1322,1285,1235,1184,1130,1078,1033,996,964,928,903,882,845,814,783,750,717,668,628,597,566,535,500,462,431,407,377,348,333,311,291,262,219,179,147,118,91,80,70,63,63,41,40,13,13,4,4,4,4,2,2,2,0,0,0,0
Республика Мордовия,16473,16402,16332,16261,16190,16117,16042,15966,15890,15814,15736,15657,15577,15495,15414,15333,15253,15173,15092,15011,14930,14847,14765,14682,14600,14517,14434,14349,14265,14181,14096,14010,13925,13840,13754,13666,13578,13489,13400,13314,13227,13139,13051,12964,12876,12790,12704,12617,12528,12440,12352,12262,12172,12083,11995,11907,11820,11730,11641,11551,11463,11374,11285,11195,11105,11016,10927,10839,10749,10658,10568,10479,10391,10304,10215,10127,10038,9952,9865,9780,9693,9605,9517,9428,9338,9249,9160,9073,8988,8904,8825,8748,8673,8600,8530,8460,8392,8323,8254,8187,8121,8054,7989,7924,7858,7791,7726,7662,7596,7531,7465,7401,7337,7272,7208,7142,7076,7011,6946,6885,6827,6777,6728,6681,6636,6594,6553,6514,6477,6438,6400,6361,6324,6288,6254,6220,6188,6155,6122,6090,6057,6024,5992,5961,5931,5901,5870,5838,5808,5776,5745,5714,5683,5652,5620,5587,5556,5524,5493,5462,5430,5399,5367,5334,5301,5269,5238,5207,5174,5141,5109,5078,5047,5015,4983,4952,4920,4888,4857,4828,4798,4768,4739,4709,4679,4647,4616,4585,4553,4522,4490,4457,4424,4392,4360,4328,4295,4261,4227,4192,4157,4121,4086,4051,4014,3976,3938,3901,3865,3829,3792,3755,3717,3680,3646,3611,3577,3542,3505,3467,3431,3394,3359,3324,3284,3240,3192,3143,3094,3040,2986,2931,2874,2818,2762,2707,2652,2596,2538,2480,2418,2360,2296,2230,2185,2138,2098,2051,2012,1970,1931,1895,1860,1820,1776,1727,1684,1646,1612,1580,1548,1512,1477,1443,1409,1376,1348,1323,1296,1262,1225,1190,1148,1102,1055,1018,977,923,867,808,765,728,698,659,592,560,518,469,424,385,357,327,293,258,198,136,71,71,71,58,42,19,19,17,13,6,6,5,5,4,4,4,3,3,3,2,2,0
Республика Саха (Якутия),31204,31115,31027,30934,30834,30726,30611,30490,30367,30248,30126,30006,29878,29746,29608,29468,29323,29177,29026,28876,28723,28557,28392,28230,28089,27959,27836,27712,27589,27464,27332,27211,27091,26972,26878,26722,26547,26369,26190,25987,25808,25618,25426,25231,25037,24841,24648,24447,24247,24045,23842,23637,23434,23192,22992,22790,22565,22364,22164,21959,21756,21558,21344,21129,20916,20701,20487,20270,20054,19839,19623,19408,19191,18972,18752,18533,18289,18070,17852,17632,17413,17192,16972,16730,16510,16291,16075,15861,15651,15444,15241,15040,14836,14633,14434,14237,14042,13851,13661,13469,13280,13095,12917,12740,12564,12386,12209,12030,11854,11677,11520,11388,11253,11119,10986,10856,10729,10607,10487,10359,10249,10142,10036,9936,9839,9745,9650,9557,9467,9380,9295,9215,9128,9044,8961,8882,8807,8737,8671,8604,8536,8467,8400,8331,8263,8198,8129,8061,7992,7925,7860,7797,7739,7681,7622,7572,7520,7473,7425,7379,7338,7295,7253,7210,7166,7120,7075,7031,6985,6938,6893,6847,6799,6752,6703,6651,6596,6531,6469,6413,6358,6294,6229,6172,6116,6058,6003,5950,5899,5845,5787,5727,5671,5614,5565,5521,5474,5424,5375,5324,5283,5239,5193,5142,5089,5034,4976,4904,4844,4799,4757,4710,4656,4598,4550,4504,4467,4422,4365,4315,4267,4223,4178,4128,4075,4013,3963,3891,3817,3742,3657,3570,3486,3389,3290,3199,3122,3037,2968,2898,2822,2753,2686,2611,2531,2453,2380,2308,2214,2116,2042,1930,1819,1705,1623,1529,1445,1357,1276,1177,1077,997,960,914,869,828,785,722,687,652,606,551,510,477,437,385,348,331,311,282,263,229,207,183,166,159,152,141,137,128,116,111,107,88,47,38,35,33,26,25,22,19,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14
Республика Северная Осетия — Алания,14797,14742,14686,14630,14571,14510,14446,14381,14316,14252,14186,14116,14043,13969,13895,13819,13743,13666,13587,13507,13425,13343,13260,13179,13095,13013,12932,12849,12766,12684,12601,12518,12436,12354,12270,12185,12098,12010,11924,11837,11750,11661,11573,11485,11396,11306,11218,11131,11043,10955,10866,10779,10691,10605,10519,10434,10348,10262,10177,10094,10012,9930,9847,9764,9682,9603,9524,9444,9366,9288,9209,9131,9053,8977,8901,8826,8752,8679,8608,8536,8463,8390,8318,8246,8175,8105,8035,7964,7894,7825,7756,7686,7617,7547,7478,7411,7345,7279,7215,7152,7091,7032,6974,6918,6862,6807,6753,6701,6651,6602,6554,6508,6463,6420,6378,6338,6298,6259,6220,6180,6142,6104,6067,6030,5995,5960,5924,5888,5853,5819,5785,5750,5715,5679,5644,5609,5575,5541,5508,5474,5440,5408,5375,5343,5311,5280,5250,5220,5191,5163,5137,5111,5087,5062,5037,5013,4989,4966,4943,4922,4901,4880,4860,4840,4821,4804,4787,4771,4755,4740,4725,4712,4700,4690,4679,4669,4659,4650,4642,4635,4630,4624,4618,4611,4604,4596,4587,4578,4568,4557,4544,4531,4517,4501,4483,4465,4448,4431,4415,4399,4384,4369,4353,4337,4320,4303,4287,4271,4256,4240,4224,4209,4193,4175,4155,4135,4114,4092,4070,4049,4028,4006,3984,3960,3935,3910,3883,3854,3826,3798,3768,3737,3706,3676,3645,3613,3581,3547,3513,3477,3440,3403,3364,3324,3283,3241,3197,3151,3104,3055,3005,2957,2907,2858,2807,2755,2702,2645,2585,2523,2456,2387,2314,2242,2165,2090,2016,1943,1871,1801,1723,1647,1575,1505,1436,1342,1253,1160,1069,990,921,836,763,670,549,401,348,305,275,242,211,177,145,120,94,65,52,52,52,34,34,27,27,22,15,9,8,5,5,4,4,2,0,0,0,0,0,0
Республика Татарстан,16553,16469,16385,16302,16217,16132,16046,15959,15875,15790,15707,15623,15538,15451,15365,15275,15189,15104,15017,14927,14832,14735,14637,14541,14449,14362,14273,14183,14092,13998,13907,13818,13728,13633,13546,13460,13375,13284,13189,13095,12995,12890,12784,12680,12583,12480,12378,12274,12174,12073,11975,11878,11784,11693,11597,11502,11412,11323,11229,11137,11048,10958,10865,10775,10687,10601,10514,10424,10339,10255,10168,10083,10000,9924,9848,9773,9700,9625,9556,9489,9428,9366,9305,9243,9180,9111,9044,8985,8930,8874,8816,8757,8706,8649,8596,8549,8506,8462,8417,8374,8328,8282,8235,8190,8145,8097,8042,7991,7943,7899,7856,7811,7770,7731,7692,7654,7618,7584,7549,7515,7480,7448,7417,7389,7364,7337,7311,7284,7256,7230,7205,7183,7160,7135,7112,7087,7065,7044,7021,6997,6974,6949,6923,6900,6880,6858,6835,6812,6787,6761,6740,6718,6694,6669,6644,6618,6591,6563,6536,6509,6481,6453,6424,6396,6367,6338,6308,6279,6250,6220,6191,6161,6133,6103,6075,6046,6018,5988,5959,5930,5902,5872,5841,5810,5781,5751,5723,5694,5664,5633,5602,5569,5534,5501,5469,5436,5404,5372,5341,5309,5278,5248,5215,5186,5157,5126,5093,5061,5029,4997,4964,4929,4893,4858,4823,4787,4749,4711,4673,4634,4595,4555,4514,4472,4431,4390,4350,4310,4271,4231,4192,4152,4114,4078,4040,4001,3958,3914,3868,3823,3774,3720,3665,3611,3558,3504,3452,3402,3351,3297,3244,3194,3142,3079,3026,2966,2912,2849,2787,2697,2621,2546,2475,2400,2312,2232,2148,2064,1980,1919,1832,1761,1671,1586,1498,1415,1310,1208,1117,1031,960,894,823,752,697,632,562,491,426,412,355,280,230,191,160,144,128,107,107,84,73,73,50,50,41,41,41,25,25,25,19,19,19,14,14,14,11,10
Республика Тыва,15468,15451,15439,15430,15426,15414,15403,15389,15374,15362,15351,15341,15335,15326,15308,15288,15259,15227,15197,15170,15138,15109,15085,15064,15041,15015,14993,14970,14943,14923,14912,14890,14866,14846,14824,14804,14791,14758,14725,14694,14669,14612,14542,14468,14395,14328,14264,14213,14135,14051,13967,13882,13807,13747,13700,13619,13533,13448,13355,13257,13162,13069,12970,12867,12769,12676,12584,12498,12407,12311,12214,12115,12011,11911,11812,11713,11610,11504,11399,11294,11193,11090,10991,10889,10789,10685,10584,10487,10388,10291,10195,10100,10003,9904,9806,9711,9617,9521,9427,9331,9243,9163,9085,9010,8938,8869,8789,8711,8650,8572,8512,8454,8400,8350,8304,8262,8226,8179,8136,8095,8056,8020,7989,7967,7931,7898,7868,7835,7796,7752,7710,7669,7626,7584,7547,7517,7479,7435,7395,7357,7321,7291,7255,7222,7187,7156,7130,7099,7073,7049,7032,7007,6983,6956,6934,6913,6890,6862,6841,6824,6796,6770,6747,6730,6706,6681,6658,6634,6614,6589,6567,6549,6520,6501,6482,6463,6443,6421,6396,6375,6352,6333,6308,6284,6258,6241,6216,6189,6159,6137,6109,6080,6048,6018,5988,5956,5924,5883,5847,5812,5777,5732,5692,5652,5614,5582,5537,5490,5444,5404,5365,5325,5280,5226,5156,5083,5008,4927,4827,4717,4605,4486,4361,4235,4111,3983,3853,3713,3575,3435,3285,3138,2998,2883,2761,2651,2566,2494,2304,2203,2027,1914,1835,1738,1607,1489,1391,1297,1221,1161,1115,1055,997,942,876,818,760,706,628,576,530,451,407,351,299,269,252,222,196,157,144,93,81,60,56,55,51,51,47,43,40,39,33,31,31,30,27,24,15,14,13,13,13,13,9,9,8,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Республика Хакасия,20699,20649,20596,20545,20499,20447,20391,20333,20278,20221,20176,20133,20061,19984,19903,19814,19716,19616,19507,19391,19277,19160,19047,18931,18822,18710,18605,18506,18412,18324,18241,18156,18080,17988,17893,17795,17680,17552,17410,17250,17081,16907,16731,16554,16378,16200,16020,15843,15665,15486,15306,15128,14949,14768,14590,14410,14231,14053,13873,13694,13514,13331,13150,12971,12789,12608,12426,12246,12063,11883,11701,11520,11337,11157,10975,10794,10618,10443,10267,10090,9914,9740,9565,9393,9219,9046,8876,8704,8533,8365,8201,8038,7877,7717,7559,7404,7253,7106,6961,6817,6675,6538,6404,6276,6153,6034,5919,5812,5713,5621,5535,5452,5373,5298,5229,5161,5094,5028,4963,4899,4836,4771,4712,4660,4611,4561,4513,4466,4423,4381,4339,4298,4258,4218,4179,4141,4104,4068,4034,3999,3963,3928,3896,3865,3835,3806,3774,3741,3708,3674,3641,3611,3583,3556,3529,3503,3478,3455,3434,3415,3396,3379,3362,3345,3326,3308,3289,3271,3253,3234,3214,3195,3177,3161,3144,3126,3107,3089,3071,3052,3036,3019,3002,2984,2965,2944,2922,2899,2876,2855,2836,2818,2802,2786,2769,2749,2730,2709,2689,2668,2649,2628,2595,2558,2520,2484,2450,2415,2374,2329,2285,2236,2187,2142,2109,2083,2055,2013,1973,1935,1904,1872,1844,1812,1771,1735,1696,1661,1631,1612,1583,1537,1490,1444,1409,1381,1356,1332,1299,1266,1229,1191,1165,1141,1128,1111,1102,1077,1052,1020,985,964,940,910,878,856,836,813,789,778,747,724,695,667,642,618,595,557,532,524,503,466,425,403,367,352,340,318,302,272,266,257,232,228,206,184,176,151,102,99,87,84,76,68,46,38,27,26,20,12,12,12,9,6,6,5,5,3,3,3,3,3,3,3,2,2,2,2
Республика Чувашия,19995,19908,19817,19729,19639,19553,19467,19379,19289,19198,19102,19009,18914,18812,18712,18609,18504,18399,18291,18181,18067,17955,17846,17741,17640,17545,17455,17364,17275,17185,17090,16997,16905,16805,16703,16598,16488,16381,16269,16155,16043,15931,15815,15697,15574,15454,15329,15206,15079,14954,14827,14697,14569,14436,14306,14177,14046,13916,13784,13654,13531,13413,13295,13175,13047,12922,12797,12673,12563,12449,12325,12195,12069,11940,11821,11708,11598,11491,11387,11286,11195,11108,11023,10939,10852,10769,10688,10610,10535,10464,10394,10327,10262,10198,10135,10074,10016,9956,9898,9841,9782,9724,9666,9606,9550,9495,9438,9384,9332,9285,9240,9191,9147,9105,9067,9027,8989,8954,8919,8886,8855,8823,8789,8759,8731,8704,8678,8650,8623,8597,8570,8540,8512,8486,8459,8434,8407,8380,8352,8327,8301,8274,8248,8221,8194,8169,8145,8121,8096,8070,8043,8014,7983,7953,7923,7895,7865,7836,7803,7774,7743,7713,7682,7651,7619,7585,7551,7516,7481,7448,7414,7378,7342,7309,7279,7247,7213,7179,7144,7108,7072,7042,7010,6980,6947,6915,6880,6846,6811,6774,6734,6694,6653,6609,6567,6529,6484,6440,6398,6352,6310,6264,6216,6164,6110,6055,5998,5940,5886,5830,5775,5718,5657,5590,5521,5454,5386,5315,5253,5194,5134,5076,5025,4973,4915,4860,4802,4740,4678,4612,4541,4472,4401,4331,4259,4186,4112,4033,3956,3878,3802,3725,3646,3561,3475,3395,3311,3231,3148,3061,2973,2885,2798,2709,2626,2545,2472,2387,2290,2195,2104,2014,1936,1863,1787,1700,1603,1522,1439,1360,1282,1220,1144,1081,1018,950,892,844,795,731,676,627,586,539,502,463,421,383,348,305,262,235,225,193,164,137,125,78,65,65,50,39,32,17,15,6,3,1,1,1,1,1,1,1,1,1,1,1
